0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.310720000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.288490188800000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,1.125899906842624000e+15
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.898240000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00,4.294967296000000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,3.096224743817216000e+15
0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.048576000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,7.301444403200000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,5.066549580791808000e+15
0.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,2.200000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.507328000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,1.030792151040000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,7.036874417766400000e+15
0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.966080000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,1.331439861760000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,9.007199254740992000e+15
0.000000000000000000e+00,3.300000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.424832000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,1.632087572480000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,1.097752409171558400e+16
0.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00,4.300000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.883584000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,1.932735283200000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,1.294784892869017600e+16
0.000000000000000000e+00,4.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.342336000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,2.233382993920000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,1.491817376566476800e+16
0.000000000000000000e+00,5.400000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,0.000000000000000000e+00,5.700000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.801088000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,2.534030704640000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,1.688849860263936000e+16
0.000000000000000000e+00,6.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000000e+01,0.000000000000000000e+00,6.400000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.259840000000000000e+06
0.000000000000000000e+00,0.000000000000000000e+00,2.834678415360000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,3.832273368305304576e+18
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.310720000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.288490188800000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,1.125899906842624000e+15
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.898240000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00,4.294967296000000000e+10
